train_loss_step,epoch,step
0.7223339676856995,117,14749
0.41280725598335266,118,14799
0.7730712294578552,118,14849
0.7110313177108765,119,14899
0.1913994401693344,119,14949
1.440564513206482,119,14999
0.29493457078933716,120,15049
0.801353931427002,120,15099
0.5283801555633545,121,15149
0.5970883965492249,121,15199
1.454667329788208,121,15249
0.2530074417591095,122,15299
1.167656660079956,122,15349
0.5777702331542969,123,15399
0.7877395749092102,123,15449
1.4578828811645508,123,15499
0.3217622935771942,124,15549
0.3634140193462372,124,15599
0.3647010326385498,125,15649
0.5577957034111023,125,15699
0.6231080889701843,125,15749
0.6918059587478638,126,15799
0.7306495308876038,126,15849
0.4277227818965912,127,15899
0.4749051034450531,127,15949
1.1304957866668701,127,15999
0.3105311989784241,128,16049
0.5292944312095642,128,16099
0.6517586708068848,129,16149
1.9174202680587769,129,16199
0.9724387526512146,129,16249
0.6864145398139954,130,16299
0.40584513545036316,130,16349
0.5168303847312927,131,16399
1.2631652355194092,131,16449
0.6779228448867798,131,16499
0.3305504620075226,132,16549
1.1120917797088623,132,16599
0.5537723898887634,133,16649
1.0938247442245483,133,16699
0.2235875427722931,133,16749
1.3303135633468628,134,16799
0.2540847063064575,134,16849
0.6447601914405823,135,16899
0.6672503352165222,135,16949
1.1398446559906006,135,16999
0.5496126413345337,136,17049
0.22173179686069489,136,17099
0.29978635907173157,137,17149
0.5805851817131042,137,17199
0.6389575600624084,137,17249
1.245163083076477,138,17299
1.3028860092163086,138,17349
0.4981178045272827,139,17399
0.5609790086746216,139,17449
1.2006611824035645,139,17499
0.8254669904708862,140,17549
0.44814595580101013,140,17599
0.33566099405288696,141,17649
1.2850021123886108,141,17699
0.6926659941673279,141,17749
1.0025851726531982,142,17799
0.7490648627281189,142,17849
0.5572974681854248,143,17899
0.9156789779663086,143,17949
0.4425179362297058,143,17999
0.2352595329284668,144,18049
1.0623818635940552,144,18099
0.9015445709228516,145,18149
0.20733189582824707,145,18199
1.0302455425262451,145,18249
0.7422088384628296,146,18299
0.3257406949996948,146,18349
1.306499719619751,147,18399
1.0250643491744995,147,18449
0.7054253816604614,147,18499
0.5596742033958435,148,18549
0.2698228359222412,148,18599
0.16040389239788055,149,18649
0.9781425595283508,149,18699
0.17654918134212494,149,18749
0.29076284170150757,150,18799
0.4667864441871643,150,18849
0.14914049208164215,151,18899
0.06269799917936325,151,18949
0.2730572521686554,151,18999
0.12846052646636963,152,19049
0.5318036675453186,152,19099
2.079465389251709,153,19149
1.1280264854431152,153,19199
0.9994558095932007,153,19249
1.0010337829589844,154,19299
0.1961807906627655,154,19349
0.6510430574417114,155,19399
0.8489328622817993,155,19449
0.14871954917907715,155,19499
1.2084852457046509,156,19549
0.6217957735061646,156,19599
0.6054767966270447,157,19649
0.3817511796951294,157,19699
0.24121351540088654,157,19749
0.2552033066749573,158,19799
0.235355406999588,158,19849
0.6512790322303772,159,19899
0.5267819166183472,159,19949
0.28446444869041443,159,19999
0.44836485385894775,160,20049
0.5697422027587891,160,20099
0.46324288845062256,161,20149
0.7863421440124512,161,20199
1.0763921737670898,161,20249
0.16786551475524902,162,20299
0.6301218271255493,162,20349
0.2938437759876251,163,20399
0.3409779667854309,163,20449
0.3454667329788208,163,20499
1.0325433015823364,164,20549
0.4141443967819214,164,20599
0.7637852430343628,165,20649
0.31201910972595215,165,20699
0.3957138657569885,165,20749
0.6791217923164368,166,20799
1.1247273683547974,166,20849
1.0166833400726318,167,20899
0.49244561791419983,167,20949
0.9397146701812744,167,20999
0.13965903222560883,168,21049
0.15849702060222626,168,21099
0.42071086168289185,169,21149
0.2244732528924942,169,21199
0.1601988822221756,169,21249
0.5760746002197266,170,21299
0.7027031183242798,170,21349
0.3559172451496124,171,21399
1.5583726167678833,171,21449
0.3013189435005188,171,21499
1.5755776166915894,172,21549
0.06758410483598709,172,21599
0.5045368075370789,173,21649
0.3767009675502777,173,21699
0.09404118359088898,173,21749
0.2534431219100952,174,21799
0.08055427670478821,174,21849
0.721061646938324,175,21899
0.25614839792251587,175,21949
0.33904901146888733,175,21999
0.27415695786476135,176,22049
0.7121389508247375,176,22099
0.16805033385753632,177,22149
0.5404553413391113,177,22199
0.6550569534301758,177,22249
0.7666153311729431,178,22299
0.2341020256280899,178,22349
0.7313300371170044,179,22399
0.46830546855926514,179,22449
0.03182072937488556,179,22499
0.1024622768163681,180,22549
0.38754746317863464,180,22599
0.31089723110198975,181,22649
0.21467947959899902,181,22699
0.09974008798599243,181,22749
0.607938289642334,182,22799
0.7186710834503174,182,22849
0.580570638179779,183,22899
0.6261600852012634,183,22949
0.7904690504074097,183,22999
1.4231414794921875,184,23049
0.3751249611377716,184,23099
0.27955102920532227,185,23149
0.3727850019931793,185,23199
0.14838020503520966,185,23249
0.6300888657569885,186,23299
0.9626807570457458,186,23349
0.7541807293891907,187,23399
0.6564181447029114,187,23449
0.36423152685165405,187,23499
0.1028331071138382,188,23549
0.7750308513641357,188,23599
0.41167429089546204,189,23649
0.6822314858436584,189,23699
0.1696930080652237,189,23749
0.4496709406375885,190,23799
0.10711055248975754,190,23849
0.12006290256977081,191,23899
0.8374649882316589,191,23949
0.6005481481552124,191,23999
0.49482080340385437,192,24049
0.4680495262145996,192,24099
0.22875511646270752,193,24149
0.5808849334716797,193,24199
0.311381995677948,193,24249
0.11990460008382797,194,24299
0.03213914856314659,194,24349
0.5993794798851013,195,24399
0.05395257845520973,195,24449
0.32893744111061096,195,24499
0.08888575434684753,196,24549
0.02723849192261696,196,24599
0.09485425055027008,197,24649
0.18657924234867096,197,24699
0.18093988299369812,197,24749
0.15726986527442932,198,24799
0.3396453559398651,198,24849
0.14413544535636902,199,24899
0.2906140089035034,199,24949
0.3384007215499878,199,24999
