train_loss_step,epoch,step
6.996613502502441,0,49
6.844647407531738,0,99
6.798773765563965,1,149
6.740900039672852,1,199
6.678002834320068,1,249
6.789767742156982,2,299
6.482815742492676,2,349
5.869922161102295,3,399
6.847324371337891,3,449
6.055593490600586,3,499
5.76185417175293,4,549
6.631629943847656,4,599
6.4636030197143555,5,649
6.1513671875,5,699
5.782480239868164,5,749
5.767454147338867,6,799
6.123072624206543,6,849
5.506457328796387,7,899
6.215506553649902,7,949
6.501297950744629,7,999
4.934548377990723,8,1049
5.286500453948975,8,1099
5.529646396636963,9,1149
5.95048713684082,9,1199
6.054243564605713,9,1249
5.919837951660156,10,1299
5.2402753829956055,10,1349
4.847418785095215,11,1399
5.352408409118652,11,1449
4.227169513702393,11,1499
5.213268756866455,12,1549
5.023792743682861,12,1599
5.674621105194092,13,1649
4.990835189819336,13,1699
6.2229814529418945,13,1749
4.322587490081787,14,1799
5.024746894836426,14,1849
5.800710678100586,15,1899
4.853468418121338,15,1949
4.6713080406188965,15,1999
5.442915916442871,16,2049
4.320267200469971,16,2099
5.888071060180664,17,2149
5.673886775970459,17,2199
4.847978591918945,17,2249
5.297593116760254,18,2299
6.164198875427246,18,2349
4.543523788452148,19,2399
5.4513678550720215,19,2449
4.688600540161133,19,2499
5.442063331604004,20,2549
3.836862564086914,20,2599
4.7614898681640625,21,2649
3.996962547302246,21,2699
4.123927593231201,21,2749
3.993546962738037,22,2799
4.5053863525390625,22,2849
4.387136459350586,23,2899
3.5974621772766113,23,2949
4.723095893859863,23,2999
3.917513847351074,24,3049
4.783185958862305,24,3099
5.109272480010986,25,3149
4.765077590942383,25,3199
3.9456629753112793,25,3249
2.9466607570648193,26,3299
2.826646566390991,26,3349
4.412455081939697,27,3399
5.0125732421875,27,3449
4.676627159118652,27,3499
3.6689720153808594,28,3549
3.6785411834716797,28,3599
4.063721656799316,29,3649
4.679219722747803,29,3699
3.2686445713043213,29,3749
3.9930121898651123,30,3799
3.3060286045074463,30,3849
2.31911039352417,31,3899
4.782199382781982,31,3949
2.3828165531158447,31,3999
3.7523651123046875,32,4049
4.245416164398193,32,4099
4.201096534729004,33,4149
2.830031394958496,33,4199
4.72569465637207,33,4249
4.288590908050537,34,4299
2.7823026180267334,34,4349
5.429680824279785,35,4399
2.4997966289520264,35,4449
4.795133590698242,35,4499
4.019448280334473,36,4549
2.5518627166748047,36,4599
2.930154800415039,37,4649
1.7080973386764526,37,4699
2.5275003910064697,37,4749
5.039453983306885,38,4799
2.7169480323791504,38,4849
2.2272543907165527,39,4899
3.949923515319824,39,4949
2.1670968532562256,39,4999
2.2158584594726562,40,5049
2.580714702606201,40,5099
2.747344970703125,41,5149
3.4551870822906494,41,5199
2.5586400032043457,41,5249
3.3200979232788086,42,5299
2.7415366172790527,42,5349
1.5324312448501587,43,5399
2.414243459701538,43,5449
1.8008568286895752,43,5499
2.0956530570983887,44,5549
4.0575361251831055,44,5599
2.780381202697754,45,5649
3.6003713607788086,45,5699
4.70298957824707,45,5749
2.025953531265259,46,5799
2.915583848953247,46,5849
2.998962640762329,47,5899
3.777775526046753,47,5949
3.138005495071411,47,5999
2.861191749572754,48,6049
2.3481130599975586,48,6099
1.5502784252166748,49,6149
1.8801652193069458,49,6199
3.6085705757141113,49,6249
1.7897270917892456,50,6299
2.220630645751953,50,6349
2.45900821685791,51,6399
3.9759390354156494,51,6449
3.1147241592407227,51,6499
1.4438284635543823,52,6549
3.586325168609619,52,6599
2.5252604484558105,53,6649
1.3530945777893066,53,6699
2.524890184402466,53,6749
1.6927205324172974,54,6799
1.5320004224777222,54,6849
2.9358296394348145,55,6899
2.3463470935821533,55,6949
2.972064733505249,55,6999
1.4386348724365234,56,7049
1.4325731992721558,56,7099
1.3961355686187744,57,7149
1.9988924264907837,57,7199
1.9726462364196777,57,7249
1.2579296827316284,58,7299
1.281572937965393,58,7349
2.2613813877105713,59,7399
3.0786919593811035,59,7449
1.4699443578720093,59,7499
1.865936279296875,60,7549
1.4181798696517944,60,7599
2.2485291957855225,61,7649
3.0766172409057617,61,7699
1.471020221710205,61,7749
2.5516791343688965,62,7799
1.3004752397537231,62,7849
2.296687364578247,63,7899
1.8310903310775757,63,7949
1.9724520444869995,63,7999
1.2092442512512207,64,8049
1.3838486671447754,64,8099
1.9612162113189697,65,8149
1.365031361579895,65,8199
1.9804134368896484,65,8249
1.9579812288284302,66,8299
0.7067285776138306,66,8349
1.383873462677002,67,8399
1.3736310005187988,67,8449
1.301810383796692,67,8499
1.7227373123168945,68,8549
2.158146619796753,68,8599
2.363389730453491,69,8649
1.266706943511963,69,8699
0.5923582911491394,69,8749
2.569519281387329,70,8799
1.3813340663909912,70,8849
0.8472734689712524,71,8899
1.2486965656280518,71,8949
0.9672145843505859,71,8999
2.0872690677642822,72,9049
1.8580071926116943,72,9099
1.2880218029022217,73,9149
2.049320697784424,73,9199
2.120896339416504,73,9249
1.8298888206481934,74,9299
1.2982219457626343,74,9349
1.2922030687332153,75,9399
1.785621166229248,75,9449
0.9705160856246948,75,9499
1.5786885023117065,76,9549
1.2650771141052246,76,9599
2.630009412765503,77,9649
1.1735342741012573,77,9699
1.1578900814056396,77,9749
1.8280295133590698,78,9799
0.7774333953857422,78,9849
0.5653000473976135,79,9899
1.3299930095672607,79,9949
1.898750901222229,79,9999
1.4404999017715454,80,10049
0.900545060634613,80,10099
1.6866662502288818,81,10149
1.7005788087844849,81,10199
2.27634334564209,81,10249
1.255887508392334,82,10299
0.6780027151107788,82,10349
0.9994532465934753,83,10399
1.3886140584945679,83,10449
1.913947582244873,83,10499
0.4478955566883087,84,10549
2.368765115737915,84,10599
1.6326290369033813,85,10649
1.2289117574691772,85,10699
1.0682315826416016,85,10749
1.1056225299835205,86,10799
1.491788387298584,86,10849
1.242732048034668,87,10899
2.156216621398926,87,10949
1.4312145709991455,87,10999
2.004871368408203,88,11049
0.8497295379638672,88,11099
0.9926932454109192,89,11149
1.6604782342910767,89,11199
0.9458983540534973,89,11249
0.40662163496017456,90,11299
1.649803876876831,90,11349
1.446837067604065,91,11399
1.0381567478179932,91,11449
0.2866971492767334,91,11499
1.9218953847885132,92,11549
0.7209601402282715,92,11599
0.5178563594818115,93,11649
1.6895651817321777,93,11699
0.8487095832824707,93,11749
0.8990525603294373,94,11799
1.2726240158081055,94,11849
0.922164797782898,95,11899
1.3750813007354736,95,11949
1.7837331295013428,95,11999
1.2878187894821167,96,12049
1.2482613325119019,96,12099
0.9300383925437927,97,12149
0.9470381140708923,97,12199
1.0924222469329834,97,12249
1.4583203792572021,98,12299
1.2038414478302002,98,12349
1.132103443145752,99,12399
0.8305982947349548,99,12449
0.9119479060173035,99,12499
1.0765153169631958,100,12549
1.42960786819458,100,12599
1.4578639268875122,101,12649
1.0057445764541626,101,12699
0.5737143754959106,101,12749
0.6543840169906616,102,12799
1.3488798141479492,102,12849
0.9196648001670837,103,12899
1.8677163124084473,103,12949
1.5171834230422974,103,12999
1.3063569068908691,104,13049
2.0193593502044678,104,13099
0.8479476571083069,105,13149
0.9390334486961365,105,13199
1.8470184803009033,105,13249
1.3606175184249878,106,13299
0.8018167018890381,106,13349
1.63349187374115,107,13399
0.8358144760131836,107,13449
0.8356515765190125,107,13499
1.1752903461456299,108,13549
0.3662761151790619,108,13599
0.5238355398178101,109,13649
0.763412594795227,109,13699
0.5015901923179626,109,13749
0.4812902808189392,110,13799
0.875428318977356,110,13849
1.6477406024932861,111,13899
0.38999637961387634,111,13949
0.34344547986984253,111,13999
0.7049258351325989,112,14049
1.9304265975952148,112,14099
1.3719358444213867,113,14149
0.883481502532959,113,14199
0.6882263422012329,113,14249
0.4611845910549164,114,14299
0.9429675936698914,114,14349
2.249507188796997,115,14399
0.34259510040283203,115,14449
1.1080652475357056,115,14499
0.2890263795852661,116,14549
1.5125192403793335,116,14599
0.2535264492034912,117,14649
2.2980785369873047,117,14699
